Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
57,Male,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,<=50K
19,Female,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
45,Male,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,?,>50K
54,Male,Self-emp-inc,HS-grad,Divorced,Sales,Not-in-family,White,United-States,<=50K
29,Female,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
32,Male,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
49,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,?,<=50K
34,Male,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
46,Female,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Black,United-States,<=50K
43,Female,Private,10th,Separated,Other-service,Unmarried,White,United-States,<=50K
32,Male,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
58,Male,?,Assoc-voc,Married-civ-spouse,?,Husband,White,United-States,<=50K
67,Male,Private,9th,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
24,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
19,Female,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
42,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
32,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
59,Male,Private,7th-8th,Separated,Machine-op-inspct,Not-in-family,White,United-States,<=50K
34,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
24,Female,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,United-States,<=50K
21,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
36,Female,Private,Some-college,Separated,Sales,Unmarried,White,United-States,<=50K
38,Female,?,HS-grad,Married-civ-spouse,?,Wife,White,United-States,<=50K
53,Female,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,>50K
24,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
38,Female,State-gov,Some-college,Never-married,Tech-support,Unmarried,Black,United-States,<=50K
51,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
42,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,United-States,>50K
22,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
53,Female,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
51,Male,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
65,Male,Self-emp-not-inc,Prof-school,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
40,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
39,Male,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,United-States,>50K
54,Male,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,?,<=50K
24,Male,Private,HS-grad,Never-married,Other-service,Own-child,Black,United-States,<=50K
32,Male,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
40,Female,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
36,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,England,>50K
47,Male,?,HS-grad,Married-civ-spouse,?,Husband,White,United-States,<=50K
40,Female,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,United-States,<=50K
41,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
38,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
36,Female,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,South,<=50K
64,Female,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,United-States,<=50K
47,Female,Private,7th-8th,Separated,Other-service,Not-in-family,White,United-States,<=50K
22,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
48,Female,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,United-States,<=50K
45,Male,Private,11th,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
58,Female,State-gov,HS-grad,Never-married,Tech-support,Own-child,Black,United-States,<=50K
48,Male,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
49,Female,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
34,Male,Federal-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
43,Female,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,United-States,>50K
50,Female,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,United-States,<=50K
31,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
31,Male,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
57,Male,Private,HS-grad,Married-spouse-absent,Transport-moving,Not-in-family,White,United-States,<=50K
33,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
52,Male,Private,11th,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
43,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
30,Female,Private,Bachelors,Never-married,Priv-house-serv,Not-in-family,White,United-States,<=50K
54,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
36,Male,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Ireland,>50K
43,Female,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
35,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
56,Female,Private,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
34,Male,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Own-child,White,Cuba,<=50K
19,Male,?,HS-grad,Never-married,?,Own-child,White,United-States,<=50K
51,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
39,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,United-States,>50K
59,Female,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
46,Male,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
39,Male,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
67,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
38,Male,Private,Some-college,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
70,Male,?,7th-8th,Married-civ-spouse,?,Husband,White,United-States,<=50K
22,Female,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,United-States,<=50K
30,Male,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,>50K
39,Male,Without-pay,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
21,Female,?,Some-college,Never-married,?,Not-in-family,White,United-States,<=50K
78,Male,?,9th,Widowed,?,Unmarried,White,United-States,<=50K
43,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
47,Male,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
20,Female,Private,12th,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
52,Male,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
50,Male,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
34,Male,Private,HS-grad,Separated,Transport-moving,Own-child,White,Columbia,<=50K
45,Male,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
51,Male,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
38,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
30,Male,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,United-States,<=50K
19,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
37,Male,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
38,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Portugal,>50K
27,Male,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
17,Female,?,11th,Never-married,?,Own-child,White,England,<=50K
32,Male,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
23,Female,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
26,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
24,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
35,Female,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
57,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
40,Male,Federal-gov,Bachelors,Never-married,Tech-support,Own-child,White,United-States,<=50K
32,Male,Private,HS-grad,Never-married,Craft-repair,Other-relative,Black,United-States,<=50K
53,Male,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,United-States,>50K
23,Female,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,>50K
54,Male,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
26,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Male,Private,10th,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
38,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
19,Male,Private,11th,Never-married,Other-service,Own-child,White,United-States,<=50K
28,Male,?,Some-college,Never-married,?,Not-in-family,Asian-Pac-Islander,India,<=50K
40,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
21,Female,?,HS-grad,Never-married,?,Own-child,Asian-Pac-Islander,Laos,<=50K
37,Male,Private,5th-6th,Divorced,Machine-op-inspct,Unmarried,White,Mexico,<=50K
41,Male,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
47,Female,Private,5th-6th,Divorced,Sales,Other-relative,White,Mexico,<=50K
35,Female,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Iran,<=50K
39,Male,State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
29,Male,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
29,Male,Private,Masters,Never-married,Sales,Not-in-family,White,United-States,<=50K
54,Male,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,United-States,<=50K
24,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
32,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
47,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Portugal,>50K
36,Male,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
63,Male,Private,9th,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
25,Female,Private,Bachelors,Never-married,Tech-support,Own-child,White,United-States,<=50K
36,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
40,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
23,Female,Private,HS-grad,Separated,Other-service,Own-child,White,United-States,<=50K
38,Male,Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
24,Female,?,Some-college,Never-married,?,Not-in-family,White,United-States,<=50K
53,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,>50K
60,Female,Private,Doctorate,Separated,Priv-house-serv,Unmarried,White,Nicaragua,<=50K
35,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
33,Female,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,United-States,>50K
21,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
23,Female,?,10th,Never-married,?,Not-in-family,White,United-States,<=50K
18,Male,Never-worked,11th,Never-married,?,Own-child,White,United-States,<=50K
45,Female,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Philippines,>50K
37,Female,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
60,Female,Local-gov,Some-college,Widowed,Exec-managerial,Not-in-family,White,United-States,<=50K
21,Female,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
37,Male,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
41,Male,State-gov,HS-grad,Divorced,Prof-specialty,Own-child,White,United-States,<=50K
30,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
18,Female,?,11th,Never-married,?,Own-child,White,United-States,<=50K
61,Male,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
30,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Ecuador,<=50K
41,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Female,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
28,Male,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Own-child,White,United-States,>50K
53,Male,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
73,Male,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
25,Male,Private,10th,Never-married,Farming-fishing,Not-in-family,Black,Haiti,<=50K
30,Male,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,United-States,<=50K
38,Male,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
51,Female,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
23,Female,State-gov,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,United-States,<=50K
73,Male,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
37,Female,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,United-States,<=50K
72,Female,Private,Bachelors,Divorced,Sales,Unmarried,White,United-States,<=50K
30,Female,Self-emp-not-inc,Some-college,Separated,Prof-specialty,Unmarried,Black,United-States,<=50K
23,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
27,Male,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,?,<=50K
22,Male,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
28,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
30,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
21,Male,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
35,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,?,>50K
42,Male,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
31,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
29,Female,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,?,<=50K
35,Female,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
27,Female,?,Bachelors,Married-civ-spouse,?,Wife,Asian-Pac-Islander,China,<=50K
26,Female,Private,Some-college,Divorced,Sales,Own-child,White,United-States,<=50K
45,Male,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
27,Female,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
39,Female,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,>50K
71,Female,Private,Bachelors,Widowed,Exec-managerial,Other-relative,White,United-States,<=50K
22,Female,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
51,Male,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
48,Female,Private,Assoc-voc,Separated,Other-service,Not-in-family,White,United-States,<=50K
48,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
21,Female,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,<=50K
